Label,Id
PROSTITUTION,35134
OTHER OFFENSES,427601
LARCENY/THEFT,148435
LARCENY/THEFT,175600
VANDALISM,627302
LARCENY/THEFT,211056
DRUG/NARCOTIC,722138
LARCENY/THEFT,351345
DRUG/NARCOTIC,87900
VANDALISM,604766
LARCENY/THEFT,57384
NON-CRIMINAL,46605
VEHICLE THEFT,737811
VEHICLE THEFT,28339
VEHICLE THEFT,691063
TRESPASS,374669
LARCENY/THEFT,297775
NON-CRIMINAL,81583
ROBBERY,640030
VEHICLE THEFT,414738
LARCENY/THEFT,294185
SUSPICIOUS OCC,545463
VANDALISM,702876
WARRANTS,550742
BURGLARY,152403
LARCENY/THEFT,28545
FRAUD,855999
DRUG/NARCOTIC,840877
MISSING PERSON,710241
OTHER OFFENSES,323649
ASSAULT,190203
BURGLARY,108836
LARCENY/THEFT,30387
VEHICLE THEFT,742521
VEHICLE THEFT,862460
STOLEN PROPERTY,395230
DRUNKENNESS,546939
WEAPON LAWS,138994
BURGLARY,199317
BURGLARY,41338
MISSING PERSON,250204
OTHER OFFENSES,723373
VANDALISM,651264
FORGERY/COUNTERFEITING,646663
NON-CRIMINAL,623709
VEHICLE THEFT,683353
LARCENY/THEFT,308880
ASSAULT,7288
ROBBERY,782851
VANDALISM,767192
OTHER OFFENSES,154415
OTHER OFFENSES,199996
ASSAULT,442354
MISSING PERSON,229888
LARCENY/THEFT,290741
BURGLARY,503972
DRUG/NARCOTIC,536573
NON-CRIMINAL,809887
NON-CRIMINAL,277588
VANDALISM,239898
LARCENY/THEFT,161293
STOLEN PROPERTY,799939
LARCENY/THEFT,866118
ASSAULT,750638
BURGLARY,692127
OTHER OFFENSES,242309
VANDALISM,397140
FRAUD,310222
OTHER OFFENSES,830381
WARRANTS,251952
LARCENY/THEFT,257070
SUSPICIOUS OCC,140310
OTHER OFFENSES,619050
NON-CRIMINAL,96912
VANDALISM,211240
LARCENY/THEFT,753670
DRUG/NARCOTIC,757635
LARCENY/THEFT,275398
LARCENY/THEFT,613989
OTHER OFFENSES,772609
MISSING PERSON,710772
OTHER OFFENSES,678427
ROBBERY,735743
MISSING PERSON,14637
OTHER OFFENSES,758473
OTHER OFFENSES,566983
OTHER OFFENSES,135316
LARCENY/THEFT,257291
DRUG/NARCOTIC,725602
ASSAULT,824704
DISORDERLY CONDUCT,873086
OTHER OFFENSES,262784
LARCENY/THEFT,637584
DRUNKENNESS,838680
DRUG/NARCOTIC,167734
ROBBERY,750766
OTHER OFFENSES,281377
ASSAULT,238719
NON-CRIMINAL,860710
LARCENY/THEFT,606859
VEHICLE THEFT,808432
BURGLARY,726091
LARCENY/THEFT,707364
WARRANTS,72722
OTHER OFFENSES,394050
WARRANTS,650829
WARRANTS,294997
VEHICLE THEFT,744259
BURGLARY,354202
ASSAULT,644702
OTHER OFFENSES,510278
OTHER OFFENSES,129449
MISSING PERSON,763106
BURGLARY,639876
LARCENY/THEFT,654788
LARCENY/THEFT,408866
NON-CRIMINAL,25001
ASSAULT,496900
LARCENY/THEFT,776168
WARRANTS,408565
VEHICLE THEFT,874439
BURGLARY,672095
VEHICLE THEFT,771860
OTHER OFFENSES,82853
ASSAULT,489240
SUSPICIOUS OCC,602846
OTHER OFFENSES,689586
FORGERY/COUNTERFEITING,422596
FRAUD,733557
VANDALISM,367645
VANDALISM,745007
NON-CRIMINAL,633277
LARCENY/THEFT,285880
SUSPICIOUS OCC,493916
MISSING PERSON,400159
WEAPON LAWS,847
LARCENY/THEFT,54030
LOITERING,861974
BURGLARY,601992
ASSAULT,381443
ASSAULT,211267
OTHER OFFENSES,373821
VEHICLE THEFT,39070
NON-CRIMINAL,764372
VEHICLE THEFT,124310
DRUG/NARCOTIC,467038
LARCENY/THEFT,609317
ASSAULT,457491
LARCENY/THEFT,423793
VANDALISM,531522
NON-CRIMINAL,45065
DRUG/NARCOTIC,788562
ASSAULT,839168
LARCENY/THEFT,565105
VEHICLE THEFT,741035
SEX OFFENSES FORCIBLE,262003
LARCENY/THEFT,510780
ASSAULT,868549
VANDALISM,111944
VEHICLE THEFT,687967
LARCENY/THEFT,167382
NON-CRIMINAL,578058
ASSAULT,446720
SUSPICIOUS OCC,644225
SUSPICIOUS OCC,832665
LARCENY/THEFT,835622
VEHICLE THEFT,544469
FRAUD,337964
SECONDARY CODES,371138
DRUG/NARCOTIC,429510
FRAUD,574390
SUSPICIOUS OCC,575369
WARRANTS,769686
OTHER OFFENSES,730305
NON-CRIMINAL,613756
ASSAULT,465780
LARCENY/THEFT,795458
ASSAULT,342464
LARCENY/THEFT,257413
BURGLARY,699197
OTHER OFFENSES,255128
LARCENY/THEFT,756704
BURGLARY,855758
LARCENY/THEFT,850975
ASSAULT,99643
LARCENY/THEFT,619888
ASSAULT,508165
LARCENY/THEFT,33328
OTHER OFFENSES,789332
ASSAULT,526865
LARCENY/THEFT,43376
LARCENY/THEFT,853571
WARRANTS,839686
ASSAULT,373360
OTHER OFFENSES,99524
SUSPICIOUS OCC,199993
ASSAULT,72903
MISSING PERSON,478406
LARCENY/THEFT,824205
DRUG/NARCOTIC,746044
LARCENY/THEFT,700436
OTHER OFFENSES,336323
ROBBERY,651954
BURGLARY,834420
LARCENY/THEFT,605320
BURGLARY,614619
LARCENY/THEFT,657847
ROBBERY,246021
NON-CRIMINAL,202118
ROBBERY,724385
OTHER OFFENSES,88639
DRUG/NARCOTIC,307802
KIDNAPPING,522420
OTHER OFFENSES,293579
OTHER OFFENSES,117912
MISSING PERSON,839409
VEHICLE THEFT,697592
VEHICLE THEFT,811757
BURGLARY,337506
NON-CRIMINAL,573313
LARCENY/THEFT,612177
LARCENY/THEFT,598419
ASSAULT,709138
BURGLARY,317646
OTHER OFFENSES,797263
VEHICLE THEFT,762652
OTHER OFFENSES,868686
SUSPICIOUS OCC,180472
VANDALISM,40798
DRUG/NARCOTIC,651319
DRUG/NARCOTIC,874965
FRAUD,92753
VANDALISM,5198
ARSON,655965
WARRANTS,349197
DRUNKENNESS,665476
DRUG/NARCOTIC,337954
VANDALISM,335871
OTHER OFFENSES,621239
WEAPON LAWS,437119
LARCENY/THEFT,256808
ROBBERY,95241
LARCENY/THEFT,294993
OTHER OFFENSES,234834
ASSAULT,554286
BURGLARY,639431
SUSPICIOUS OCC,269298
LARCENY/THEFT,77762
MISSING PERSON,630783
OTHER OFFENSES,568700
NON-CRIMINAL,76588
DRUG/NARCOTIC,201288
LARCENY/THEFT,310683
SUSPICIOUS OCC,489314
ASSAULT,643080
NON-CRIMINAL,385804
VEHICLE THEFT,780607
LARCENY/THEFT,101931
NON-CRIMINAL,35760
DRUG/NARCOTIC,533999
LARCENY/THEFT,734464
FORGERY/COUNTERFEITING,506386
NON-CRIMINAL,876918
NON-CRIMINAL,612166
DRUG/NARCOTIC,678764
LARCENY/THEFT,543663
NON-CRIMINAL,33861
DRUNKENNESS,383367
RUNAWAY,212083
DRUG/NARCOTIC,63930
OTHER OFFENSES,274382
NON-CRIMINAL,114835
VEHICLE THEFT,539567
OTHER OFFENSES,34840
VEHICLE THEFT,472692
OTHER OFFENSES,257039
NON-CRIMINAL,215223
OTHER OFFENSES,194111
LARCENY/THEFT,189612
VEHICLE THEFT,693978
DRUNKENNESS,694246
OTHER OFFENSES,744151
WARRANTS,466627
SUSPICIOUS OCC,496351
LARCENY/THEFT,79601
MISSING PERSON,389366
SEX OFFENSES FORCIBLE,686114
VANDALISM,515933
LARCENY/THEFT,874775
OTHER OFFENSES,429364
OTHER OFFENSES,688935
OTHER OFFENSES,744826
NON-CRIMINAL,34400
LARCENY/THEFT,222038
NON-CRIMINAL,461619
LARCENY/THEFT,599207
LARCENY/THEFT,744070
VANDALISM,484755
LARCENY/THEFT,12878
LARCENY/THEFT,763612
LARCENY/THEFT,25171
ASSAULT,163022
SUSPICIOUS OCC,289840
LARCENY/THEFT,183000
LARCENY/THEFT,770868
ARSON,22875
SUSPICIOUS OCC,49198
SECONDARY CODES,479753
VEHICLE THEFT,720714
SUSPICIOUS OCC,687575
OTHER OFFENSES,826287
WARRANTS,769764
ASSAULT,843786
VANDALISM,834693
NON-CRIMINAL,445290
NON-CRIMINAL,849576
ASSAULT,187675
LARCENY/THEFT,341496
VANDALISM,688304
LARCENY/THEFT,579777
LARCENY/THEFT,339724
OTHER OFFENSES,199411
ROBBERY,201853
LARCENY/THEFT,72976
OTHER OFFENSES,76785
OTHER OFFENSES,17063
OTHER OFFENSES,518718
SUSPICIOUS OCC,160750
ASSAULT,534952
ROBBERY,876364
SUSPICIOUS OCC,353947
DRUG/NARCOTIC,23692
OTHER OFFENSES,464560
SUSPICIOUS OCC,56164
NON-CRIMINAL,683665
VEHICLE THEFT,735699
OTHER OFFENSES,331787
VANDALISM,352487
LARCENY/THEFT,851058
ROBBERY,477663
BURGLARY,427096
VEHICLE THEFT,731127
OTHER OFFENSES,61503
OTHER OFFENSES,317246
BURGLARY,268941
LARCENY/THEFT,40151
NON-CRIMINAL,461206
LARCENY/THEFT,663967
VEHICLE THEFT,111760
OTHER OFFENSES,36907
DRUG/NARCOTIC,512336
SECONDARY CODES,716830
NON-CRIMINAL,228438
NON-CRIMINAL,735947
LARCENY/THEFT,304521
OTHER OFFENSES,590386
ASSAULT,151386
OTHER OFFENSES,767355
VEHICLE THEFT,789043
LARCENY/THEFT,575413
OTHER OFFENSES,284158
DRUG/NARCOTIC,493676
ROBBERY,666951
ASSAULT,261649
OTHER OFFENSES,577408
LARCENY/THEFT,409632
VEHICLE THEFT,723155
NON-CRIMINAL,656315
LARCENY/THEFT,198228
VEHICLE THEFT,506109
WARRANTS,17646
SEX OFFENSES FORCIBLE,501223
OTHER OFFENSES,802743
VANDALISM,697199
OTHER OFFENSES,156664
LIQUOR LAWS,538020
NON-CRIMINAL,580846
SEX OFFENSES FORCIBLE,90878
BURGLARY,711521
ASSAULT,387409
OTHER OFFENSES,227802
ASSAULT,12953
VANDALISM,600669
ASSAULT,662882
NON-CRIMINAL,695738
FRAUD,233697
VANDALISM,825276
LARCENY/THEFT,567135
LARCENY/THEFT,453842
LARCENY/THEFT,230193
ASSAULT,659219
NON-CRIMINAL,172057
VANDALISM,519968
LARCENY/THEFT,262110
ASSAULT,524367
OTHER OFFENSES,402608
DRUNKENNESS,90847
LARCENY/THEFT,859320
LARCENY/THEFT,121502
DRUG/NARCOTIC,124013
WARRANTS,74048
STOLEN PROPERTY,637637
DRUG/NARCOTIC,96509
ASSAULT,130547
OTHER OFFENSES,649209
DRUG/NARCOTIC,874552
SUSPICIOUS OCC,550716
OTHER OFFENSES,822741
NON-CRIMINAL,399303
LARCENY/THEFT,715377
OTHER OFFENSES,43
LARCENY/THEFT,814100
ASSAULT,21565
OTHER OFFENSES,790674
SUSPICIOUS OCC,197475
SUSPICIOUS OCC,303975
FRAUD,294050
LARCENY/THEFT,559982
DRUG/NARCOTIC,441225
DRUG/NARCOTIC,447287
OTHER OFFENSES,663784
MISSING PERSON,540213
VANDALISM,33715
VEHICLE THEFT,18868
OTHER OFFENSES,98259
VEHICLE THEFT,686121
ASSAULT,304542
LARCENY/THEFT,148573
LARCENY/THEFT,873584
LARCENY/THEFT,70411
MISSING PERSON,657791
ROBBERY,497808
VEHICLE THEFT,754212
LARCENY/THEFT,810385
LARCENY/THEFT,843935
OTHER OFFENSES,559626
LARCENY/THEFT,813371
LARCENY/THEFT,538307
MISSING PERSON,276323
OTHER OFFENSES,245689
OTHER OFFENSES,527028
LARCENY/THEFT,787852
OTHER OFFENSES,649886
LARCENY/THEFT,818260
VANDALISM,337738
LARCENY/THEFT,401588
PROSTITUTION,791697
FORGERY/COUNTERFEITING,349122
LARCENY/THEFT,501627
OTHER OFFENSES,760035
WARRANTS,557764
BURGLARY,636837
OTHER OFFENSES,468105
LARCENY/THEFT,696499
LARCENY/THEFT,753835
WARRANTS,703646
ASSAULT,670160
SUSPICIOUS OCC,245153
ASSAULT,607642
NON-CRIMINAL,61023
NON-CRIMINAL,229195
VEHICLE THEFT,547831
VANDALISM,351689
LARCENY/THEFT,57568
ASSAULT,806087
ASSAULT,437860
ASSAULT,110404
NON-CRIMINAL,866897
ASSAULT,608490
DRIVING UNDER THE INFLUENCE,630156
OTHER OFFENSES,395592
WARRANTS,380659
PROSTITUTION,760560
NON-CRIMINAL,862146
OTHER OFFENSES,745130
FORGERY/COUNTERFEITING,511016
PROSTITUTION,812617
DRUG/NARCOTIC,545197
DRUG/NARCOTIC,136445
EMBEZZLEMENT,288887
LARCENY/THEFT,4753
FRAUD,112894
VANDALISM,649349
NON-CRIMINAL,159521
WARRANTS,503153
PROSTITUTION,307900
VANDALISM,576082
SUSPICIOUS OCC,272795
RUNAWAY,829366
LARCENY/THEFT,277564
WARRANTS,659041
LARCENY/THEFT,652517
OTHER OFFENSES,541326
OTHER OFFENSES,370595
FRAUD,671870
VANDALISM,308687
LARCENY/THEFT,501659
FRAUD,871423
LARCENY/THEFT,25506
SUSPICIOUS OCC,458726
OTHER OFFENSES,518441
NON-CRIMINAL,226019
LARCENY/THEFT,444563
LARCENY/THEFT,163130
LARCENY/THEFT,820232
WEAPON LAWS,614431
SUSPICIOUS OCC,808955
OTHER OFFENSES,498995
LARCENY/THEFT,347387
VEHICLE THEFT,340342
NON-CRIMINAL,799892
RECOVERED VEHICLE,280479
SECONDARY CODES,607594
FRAUD,573924
WARRANTS,805221
WARRANTS,570591
LARCENY/THEFT,565470
PROSTITUTION,618158
LARCENY/THEFT,50742
DRIVING UNDER THE INFLUENCE,407495
LARCENY/THEFT,669464
OTHER OFFENSES,753877
VANDALISM,33355
SECONDARY CODES,436816
OTHER OFFENSES,350114
RECOVERED VEHICLE,209422
NON-CRIMINAL,113287
NON-CRIMINAL,170290
SUSPICIOUS OCC,390076
OTHER OFFENSES,392299
NON-CRIMINAL,222753
ROBBERY,415667
ARSON,421301
WARRANTS,572603
OTHER OFFENSES,441268
VEHICLE THEFT,596283
FRAUD,250004
OTHER OFFENSES,132124
VANDALISM,102580
VANDALISM,568635
BURGLARY,189181
LARCENY/THEFT,787101
WARRANTS,441108
LARCENY/THEFT,318898
NON-CRIMINAL,128224
NON-CRIMINAL,134984
OTHER OFFENSES,806291
LARCENY/THEFT,786575
LARCENY/THEFT,354222
ASSAULT,775135
ASSAULT,551984
LARCENY/THEFT,485446
LARCENY/THEFT,407513
ASSAULT,115639
WARRANTS,541628
LARCENY/THEFT,76632
LARCENY/THEFT,497191
DRUG/NARCOTIC,589080
OTHER OFFENSES,180815
PROSTITUTION,552945
NON-CRIMINAL,443878
ROBBERY,59900
LARCENY/THEFT,788210
NON-CRIMINAL,328963
OTHER OFFENSES,649940
VEHICLE THEFT,705669
OTHER OFFENSES,610759
DRUG/NARCOTIC,626374
NON-CRIMINAL,100199
ROBBERY,257229
OTHER OFFENSES,579227
VANDALISM,503614
OTHER OFFENSES,271194
OTHER OFFENSES,835451
LARCENY/THEFT,338281
NON-CRIMINAL,152685
LARCENY/THEFT,56496
FORGERY/COUNTERFEITING,291918
ASSAULT,568222
ASSAULT,298709
BURGLARY,91615
DRUG/NARCOTIC,84487
LARCENY/THEFT,207100
LARCENY/THEFT,828697
ROBBERY,186651
VEHICLE THEFT,505117
FRAUD,86432
VEHICLE THEFT,328199
SECONDARY CODES,85577
OTHER OFFENSES,286735
VANDALISM,182895
LARCENY/THEFT,497392
FRAUD,607146
OTHER OFFENSES,275851
BURGLARY,541778
WARRANTS,810560
NON-CRIMINAL,594902
MISSING PERSON,786436
DRUG/NARCOTIC,780566
OTHER OFFENSES,845818
OTHER OFFENSES,238490
MISSING PERSON,232193
WEAPON LAWS,445045
WARRANTS,227750
OTHER OFFENSES,521632
DRUG/NARCOTIC,398015
LARCENY/THEFT,317868
DRUG/NARCOTIC,541198
LARCENY/THEFT,141523
ASSAULT,830223
LARCENY/THEFT,782383
ASSAULT,556029
LARCENY/THEFT,563475
VEHICLE THEFT,749248
ASSAULT,714982
STOLEN PROPERTY,807322
DRUG/NARCOTIC,375482
LARCENY/THEFT,801608
NON-CRIMINAL,737177
BURGLARY,71972
DRUG/NARCOTIC,203458
WARRANTS,438243
ASSAULT,251739
NON-CRIMINAL,20282
NON-CRIMINAL,139343
SUSPICIOUS OCC,747820
FORGERY/COUNTERFEITING,618215
NON-CRIMINAL,778427
NON-CRIMINAL,403513
OTHER OFFENSES,441765
VANDALISM,458646
LARCENY/THEFT,288606
FRAUD,713947
VANDALISM,404729
RECOVERED VEHICLE,325997
SECONDARY CODES,236018
ASSAULT,238512
LARCENY/THEFT,623480
LARCENY/THEFT,356136
VEHICLE THEFT,820808
VEHICLE THEFT,833428
LARCENY/THEFT,610974
LARCENY/THEFT,40969
OTHER OFFENSES,688391
NON-CRIMINAL,785262
ASSAULT,260745
WARRANTS,179917
VANDALISM,65793
NON-CRIMINAL,511599
OTHER OFFENSES,466538
WARRANTS,589315
OTHER OFFENSES,424772
FORGERY/COUNTERFEITING,546885
VEHICLE THEFT,133616
NON-CRIMINAL,364348
VANDALISM,148923
LARCENY/THEFT,311929
LARCENY/THEFT,342499
ASSAULT,570021
LARCENY/THEFT,415828
LARCENY/THEFT,853445
VEHICLE THEFT,537102
NON-CRIMINAL,737584
NON-CRIMINAL,872372
OTHER OFFENSES,504955
OTHER OFFENSES,869320
DRUG/NARCOTIC,637261
LARCENY/THEFT,135860
WARRANTS,67490
NON-CRIMINAL,148210
MISSING PERSON,136848
DRUG/NARCOTIC,342329
LARCENY/THEFT,715776
SECONDARY CODES,208696
LARCENY/THEFT,338509
VANDALISM,754132
SUSPICIOUS OCC,599734
LARCENY/THEFT,555901
ASSAULT,95756
BURGLARY,120188
ASSAULT,800399
BURGLARY,826855
NON-CRIMINAL,840965
ASSAULT,571942
ARSON,804129
WARRANTS,759645
KIDNAPPING,135270
DRUG/NARCOTIC,486059
LARCENY/THEFT,156868
LARCENY/THEFT,825869
DRUG/NARCOTIC,424410
FORGERY/COUNTERFEITING,414866
ASSAULT,781145
LARCENY/THEFT,369470
LARCENY/THEFT,154621
WEAPON LAWS,246483
ROBBERY,3280
OTHER OFFENSES,714306
PROSTITUTION,819611
NON-CRIMINAL,4104
RUNAWAY,771486
OTHER OFFENSES,610494
NON-CRIMINAL,277682
NON-CRIMINAL,514899
NON-CRIMINAL,624103
FRAUD,17720
VEHICLE THEFT,282089
BURGLARY,521638
OTHER OFFENSES,803875
FORGERY/COUNTERFEITING,293878
RUNAWAY,210651
ROBBERY,257276
VEHICLE THEFT,790429
DRUG/NARCOTIC,291673
ROBBERY,167142
LARCENY/THEFT,502755
BURGLARY,620680
LARCENY/THEFT,233194
DRUG/NARCOTIC,341210
OTHER OFFENSES,587698
OTHER OFFENSES,53562
MISSING PERSON,241272
NON-CRIMINAL,565123
WARRANTS,252467
VANDALISM,56535
LARCENY/THEFT,6330
OTHER OFFENSES,230064
OTHER OFFENSES,308339
SEX OFFENSES FORCIBLE,314799
ROBBERY,429534
NON-CRIMINAL,37072
OTHER OFFENSES,380145
LARCENY/THEFT,420528
LARCENY/THEFT,155868
DRUG/NARCOTIC,838011
WARRANTS,74333
ASSAULT,560165
ROBBERY,244073
LARCENY/THEFT,202944
LARCENY/THEFT,111735
OTHER OFFENSES,106598
WARRANTS,417992
LARCENY/THEFT,542077
LARCENY/THEFT,185314
OTHER OFFENSES,496377
WEAPON LAWS,480741
BURGLARY,311311
LARCENY/THEFT,869242
OTHER OFFENSES,642899
VANDALISM,469250
WARRANTS,778991
LARCENY/THEFT,580936
WARRANTS,569975
DRUG/NARCOTIC,15098
LARCENY/THEFT,127929
KIDNAPPING,290634
FRAUD,41537
LARCENY/THEFT,15480
ASSAULT,186591
WARRANTS,160951
NON-CRIMINAL,860702
ASSAULT,667290
NON-CRIMINAL,464918
NON-CRIMINAL,622964
VEHICLE THEFT,151720
LARCENY/THEFT,352934
OTHER OFFENSES,755623
ASSAULT,85732
OTHER OFFENSES,496244
ASSAULT,357599
OTHER OFFENSES,70456
EMBEZZLEMENT,440777
NON-CRIMINAL,192073
LARCENY/THEFT,2218
NON-CRIMINAL,375887
OTHER OFFENSES,320494
BURGLARY,595280
DISORDERLY CONDUCT,390096
ASSAULT,58700
BURGLARY,683538
FRAUD,530011
VEHICLE THEFT,711234
DRUG/NARCOTIC,728798
WARRANTS,232022
OTHER OFFENSES,409266
DISORDERLY CONDUCT,245713
ASSAULT,263853
OTHER OFFENSES,808237
LARCENY/THEFT,258878
OTHER OFFENSES,291724
NON-CRIMINAL,665036
VEHICLE THEFT,619434
LARCENY/THEFT,77936
WARRANTS,469716
OTHER OFFENSES,117553
VANDALISM,490986
MISSING PERSON,451799
DRUG/NARCOTIC,766058
OTHER OFFENSES,443395
WEAPON LAWS,791416
OTHER OFFENSES,250405
NON-CRIMINAL,247985
VANDALISM,279378
VANDALISM,758619
OTHER OFFENSES,732556
SUSPICIOUS OCC,312596
LARCENY/THEFT,293829
VEHICLE THEFT,40033
LARCENY/THEFT,520745
DRUG/NARCOTIC,186750
OTHER OFFENSES,262236
DRUNKENNESS,590824
LARCENY/THEFT,206953
OTHER OFFENSES,498989
SUSPICIOUS OCC,130185
LARCENY/THEFT,575422
NON-CRIMINAL,195107
LARCENY/THEFT,168873
WEAPON LAWS,22787
SUSPICIOUS OCC,147159
OTHER OFFENSES,364901
VEHICLE THEFT,846806
WARRANTS,739514
LARCENY/THEFT,144369
LARCENY/THEFT,322949
OTHER OFFENSES,175940
DRUG/NARCOTIC,416016
FRAUD,331784
DRUG/NARCOTIC,675096
ASSAULT,403755
KIDNAPPING,533565
ROBBERY,228891
LARCENY/THEFT,212493
OTHER OFFENSES,440733
ASSAULT,876554
VEHICLE THEFT,811685
WARRANTS,554825
NON-CRIMINAL,366653
VEHICLE THEFT,565185
VANDALISM,590076
NON-CRIMINAL,586932
LARCENY/THEFT,607731
BURGLARY,786936
DRUG/NARCOTIC,789665
LARCENY/THEFT,88615
OTHER OFFENSES,239656
LARCENY/THEFT,307726
SUSPICIOUS OCC,449016
OTHER OFFENSES,867386
MISSING PERSON,762500
NON-CRIMINAL,293991
DRUG/NARCOTIC,574830
NON-CRIMINAL,240098
OTHER OFFENSES,72683
ASSAULT,695961
OTHER OFFENSES,709800
LARCENY/THEFT,531910
LARCENY/THEFT,772139
ASSAULT,436464
WARRANTS,842516
OTHER OFFENSES,748229
LARCENY/THEFT,488852
BURGLARY,862099
WARRANTS,501585
OTHER OFFENSES,56274
SUSPICIOUS OCC,37207
MISSING PERSON,133522
BURGLARY,104898
LARCENY/THEFT,291910
LARCENY/THEFT,267812
LARCENY/THEFT,24416
DRIVING UNDER THE INFLUENCE,140874
ASSAULT,438848
LARCENY/THEFT,710198
DRUG/NARCOTIC,800748
WARRANTS,102899
ASSAULT,224957
OTHER OFFENSES,822983
ASSAULT,621874
SUICIDE,780509
DRUG/NARCOTIC,572202
NON-CRIMINAL,243660
BURGLARY,714691
LARCENY/THEFT,60458
NON-CRIMINAL,498497
SEX OFFENSES FORCIBLE,97713
MISSING PERSON,133187
DRUG/NARCOTIC,803807
FRAUD,359959
OTHER OFFENSES,784198
OTHER OFFENSES,773262
MISSING PERSON,214878
OTHER OFFENSES,70033
FRAUD,512555
VANDALISM,63055
DRUG/NARCOTIC,642236
DRUG/NARCOTIC,121973
LARCENY/THEFT,415449
DISORDERLY CONDUCT,490142
ROBBERY,629755
DRUNKENNESS,127633
NON-CRIMINAL,865213
LARCENY/THEFT,631282
DRUG/NARCOTIC,851913
NON-CRIMINAL,165265
ROBBERY,190326
ROBBERY,483361
OTHER OFFENSES,702176
FRAUD,865709
LARCENY/THEFT,26133
NON-CRIMINAL,164883
DRUG/NARCOTIC,588866
FORGERY/COUNTERFEITING,429424
VANDALISM,453526
DRUG/NARCOTIC,335809
ASSAULT,288401
NON-CRIMINAL,498495
ASSAULT,454288
DISORDERLY CONDUCT,266729
LARCENY/THEFT,84312
ASSAULT,145586
NON-CRIMINAL,279778
ROBBERY,58835
DRUG/NARCOTIC,677792
OTHER OFFENSES,131734
ASSAULT,533543
OTHER OFFENSES,155042
FRAUD,617061
TRESPASS,92914
NON-CRIMINAL,396630
SUSPICIOUS OCC,352797
LARCENY/THEFT,712637
WARRANTS,722753
LARCENY/THEFT,678
NON-CRIMINAL,799583
DRUG/NARCOTIC,346914
NON-CRIMINAL,121480
LARCENY/THEFT,724400
WEAPON LAWS,423668
NON-CRIMINAL,291924
NON-CRIMINAL,765468
DRUNKENNESS,797442
FORGERY/COUNTERFEITING,581914
DRUG/NARCOTIC,51508
VEHICLE THEFT,370602
ASSAULT,774306
BURGLARY,154495
LARCENY/THEFT,522023
BURGLARY,60740
OTHER OFFENSES,276435
PROSTITUTION,458735
LARCENY/THEFT,120034
LARCENY/THEFT,680422
LARCENY/THEFT,773584
RUNAWAY,554579
WARRANTS,534970
LARCENY/THEFT,791640
LARCENY/THEFT,166251
SUSPICIOUS OCC,341680
VANDALISM,646314
SECONDARY CODES,836799
VEHICLE THEFT,23112
DRUNKENNESS,696636
LARCENY/THEFT,570271
WARRANTS,196477
LARCENY/THEFT,233626
VANDALISM,722696
NON-CRIMINAL,510385
ASSAULT,227779
BURGLARY,744478
OTHER OFFENSES,64412
WARRANTS,655632
VANDALISM,429056
DRUG/NARCOTIC,329042
LARCENY/THEFT,187367
OTHER OFFENSES,655638
LARCENY/THEFT,687187
NON-CRIMINAL,90924
SUSPICIOUS OCC,800164
ROBBERY,707985
DRUG/NARCOTIC,461783
SUSPICIOUS OCC,858782
SUSPICIOUS OCC,11583
LARCENY/THEFT,673457
ASSAULT,8445
NON-CRIMINAL,328191
VANDALISM,704028
NON-CRIMINAL,248483
BURGLARY,481521
OTHER OFFENSES,462381
FRAUD,599184
WARRANTS,266833
OTHER OFFENSES,473005
LARCENY/THEFT,573716
WEAPON LAWS,226008
TRESPASS,33083
NON-CRIMINAL,71552
LARCENY/THEFT,258697
OTHER OFFENSES,683383
ROBBERY,114983
DRUG/NARCOTIC,224457
NON-CRIMINAL,395409
OTHER OFFENSES,91020
VANDALISM,437990
VEHICLE THEFT,663600
OTHER OFFENSES,743228
WARRANTS,673594
OTHER OFFENSES,814407
OTHER OFFENSES,279414
OTHER OFFENSES,535503
LARCENY/THEFT,524430
OTHER OFFENSES,281323
OTHER OFFENSES,210630
WARRANTS,115707
ASSAULT,696246
NON-CRIMINAL,864283
OTHER OFFENSES,161958
VANDALISM,311758
OTHER OFFENSES,41170
WARRANTS,632797
LARCENY/THEFT,502130
MISSING PERSON,400101
ASSAULT,247596
LARCENY/THEFT,808919
WARRANTS,52036
LARCENY/THEFT,750205
OTHER OFFENSES,850909
BURGLARY,756821
VANDALISM,192045
DRUG/NARCOTIC,235386
OTHER OFFENSES,448230
OTHER OFFENSES,51077
OTHER OFFENSES,516438
OTHER OFFENSES,845051
NON-CRIMINAL,643188
LARCENY/THEFT,410313
VEHICLE THEFT,750280
VANDALISM,622267
DRUG/NARCOTIC,827415
OTHER OFFENSES,817986
PROSTITUTION,672112
OTHER OFFENSES,452076
MISSING PERSON,95055
VANDALISM,574964
VANDALISM,429732
DRUG/NARCOTIC,648071
NON-CRIMINAL,830169
MISSING PERSON,666481
BURGLARY,728740
TRESPASS,67435
OTHER OFFENSES,475071
DRUG/NARCOTIC,358519
NON-CRIMINAL,635038
SUSPICIOUS OCC,750123
FRAUD,422893
WARRANTS,613530
ASSAULT,722055
LARCENY/THEFT,218175
VEHICLE THEFT,734054
LARCENY/THEFT,607085
LARCENY/THEFT,431807
SUSPICIOUS OCC,810236
OTHER OFFENSES,348036
FORGERY/COUNTERFEITING,494051
LARCENY/THEFT,332209
BURGLARY,89601
OTHER OFFENSES,814775
VEHICLE THEFT,662514
NON-CRIMINAL,867754
NON-CRIMINAL,308604
WARRANTS,245860
VEHICLE THEFT,698179
